id,created_at,text
1083165541966041089,2019-01-10 00:56:04,"@philoblak @ToneVays @venzen @LucidInvestment @LeahWald @MustStopMurad That target is in line with my tentative modelling. But I’m very much on the side that there will be a flat accumulation bottom, like every other end of bear cycle in the BTCUSD chart."
1083069335755644929,2019-01-09 18:33:46,"@tokenstate @NoahPierau Notice how individual alts under perform BTC (powers of 10 on the y-axis). Also notice how crowded the alt market became which gave the impression that BTC was losing ground as an investment (market dominance). When you invest, you are buying into one of these price lines. https://t.co/KXKv8UPg6V"
1083059953374453760,2019-01-09 17:56:29,"For crypto enthusiast in Hong Kong, you are most welcome to join us for our meetup this evening. https://t.co/5KcQ2XY2G3"
1083016661827874817,2019-01-09 15:04:28,Join us on the Tone Vays show live now. https://t.co/riVgZcxfk1
1082842157780586496,2019-01-09 03:31:03,"@benmr3 Thanks for the reminder, I'll stick it up on my Twitter profile and charts site.
https://t.co/VnKplbxcQq"
1082676615610392577,2019-01-08 16:33:14,"@ChrisPacia @Carsten71071425 Bitcoin also has utility. For that matter so did tulips. I look at store of value dynamics no different from naturally occurring Ponzis, except SoV has reliable sense of permanence."
1082632413392515073,2019-01-08 13:37:36,@truebrainlet @kangasbros It’s in the equation of MV=PQ. Just work out the compute cost of Ethereum cycles since its dawn. Now compare to the billions that flowed into ETH as speculative store of value.
1082341444726120448,2019-01-07 18:21:24,"@twillains @lewhunt1 Increased velocity reduces the token price. M = PY/V

Price in ""PY"" is the price of goods and services paid for (the market size of total commerce undertaken). M is the value of the money supply (the price of the token)."
1082320256649969664,2019-01-07 16:57:12,@Dusk_and_Dawn_V @thisiswhyimhotz Lockup being rewarded by the system is what I called inorganic. HODLers of BTC do not get paid more BTC to keep HODLing. You do raise a valid point that good distribution also counts for organic.
1082317964215410691,2019-01-07 16:48:05,"@kangasbros Unfortunately utility volume is small, money on-ramping and off-ramping for storage is vast in comparison."
1082306548288929792,2019-01-07 16:02:44,"RT @woonomic: @lewhunt1 Big blocks prioritise medium of exchange thinking this bootstraps value appreciation, this is erroneous. You move i…"
1082302397945270272,2019-01-07 15:46:14,"@thisiswhyimhotz This is true in that it pushes value upwards, but it's inorganic in that the lower velocity creates more sensitivity to price movements. It means exiting large volumes will sharply declines the price, which means liquidity (spread vs volume traded) suffers. (3) is compromised."
1082301203604590595,2019-01-07 15:41:29,"@lewhunt1 Big blocks prioritise medium of exchange thinking this bootstraps value appreciation, this is erroneous. You move into a currency to conduct commerce, you then move out of it to seek higher returns. There's only a tiny rise due to the funds placed in the asset for a short time."
1082285753827115009,2019-01-07 14:40:06,"@holosplay I think Bitcoin has a weak economic game theoretic security model when its mining subsidy trends to zero, it would have liked it to be more secure in the later stages."
1082270745504317440,2019-01-07 13:40:28,"(1) (2) and (4) are usually objective. 

(3) is often faked, look deeply into (3) and make sure the network effects are true and here to stay."
1082270744015339522,2019-01-07 13:40:27,"An investor should be careful regarding organic liquidity and inorganic. The former is a sign that real people are using the asset as a SoV and this means you can exit when bucket reallocation time comes. If it's inorganic, the market maker may quit and you're left high and dry."
1082270742610210816,2019-01-07 13:40:27,"Many projects are trying to bootstrap (3) by employing market makers to stimulate liquidity. Also marketing the impression of a growing ecosystem with MOUs of partnerships, this is all hot air. Look for organic growth, it's the hard yards that matter."
1082270740936679425,2019-01-07 13:40:26,"(1) (2) and (4) are often discussed. (3) is not emphasised enough. The network effects are key. No other crypto-asset has the liquidity / Lindy Effect / infrastructure close to Bitcoin. Ethereum is a clear second, but fails on (2)."
1082270739397369856,2019-01-07 13:40:26,"What gives a network good properties for SoV? I like @MustStopMurad's prioritised framework of:
(1) Security
(2) Credibility of fixed monetary policy
(3) Liquidity / Lindy Effect / Infrastructure / Ecosystem
(4) Governance / Adaptability / Community / Game Theoretic Robustness"
1082270737606500353,2019-01-07 13:40:26,"Utility is a reason to attract usage, marketing exposure in a way (in the eyes of an investor), but without SoV properties in the network, the network won't sustain high long term capital appreciation apart from short term noob fuelled bubbles. Or what we saw with ETH."
1082270735622594563,2019-01-07 13:40:25,"Unfortunately for ETH, the ERC20 contract that opened the pathway for ETH as a SoV was inorganic. It forced ETH as a currency to raise funds. It seemed good to keep funds in ETH as ICO mania pushed values up. Easy up = easy down. Treasuries bailed ETH cascading it down."
1082270733810642946,2019-01-07 13:40:25,To hit this home in crypto... the ETH rise in value was NOT from utility. It wasn't from users buying ETH to get Gas to fuel smart contracts. It was ICO token treasuries parking their funds in ETH as a store of value.
1082270732376109056,2019-01-07 13:40:24,"Make no mistake that the majority of asset value in the world is derived from players parking value into an asset for storage. Whether that be a house, a lump of gold, or even, to a lesser extent, stocks."
1082270730031517697,2019-01-07 13:40:24,"Store of value properties is what gives crypto networks value, utility is overrated for the purposes of investment appreciation - utility is a red herring for investors.

In the case of Bitcoin, its real utility is really just a bucket, it's a bucket to store value."
1082259196832210945,2019-01-07 12:54:34,"@cburniske Digital gold is a metaphor for a good store of value. DCR has security on its side. OTOH BTC has natural liquidity &amp; Lindy Effect, both of these are immensely important for a ""digital gold"" and can only be achieved by long term organic growth."
1082256230238711808,2019-01-07 12:42:47,RT @woonomic: @SMKainkaryam @MustStopMurad I think NVTis  useful as it tracks the most meaningful volume - medium/long term HODL coins volu…
1082255928102010881,2019-01-07 12:41:35,@SMKainkaryam @MustStopMurad I think NVTis  useful as it tracks the most meaningful volume - medium/long term HODL coins volume moving into and out of exchanges (main chain). Liquid tends to be short term market making funds which is in the speculative trader dynamics thus less impact on long term price
1082232396097953792,2019-01-07 11:08:04,@UglyOldGoat1 @BitMEXdotcom Did they turn that decision around?
1082231732676501504,2019-01-07 11:05:26,@crypto_skillz I particularly liked the free beer.
1082230396476157952,2019-01-07 11:00:08,Marketing is the science of implanting an appealing state of conciousness into minds in a way that the widget being sold becomes a souvenir
1082229426597912576,2019-01-07 10:56:16,"Starbucks worked out a token business before crypto. It rents out temporary meeting and office space, a Starbucks cup of coffee sold at much higher than the normal markup is the access token."
1082160222343376896,2019-01-07 06:21:17,@itsmebutterz @BitMEXdotcom Lol. Nope.
1082160050993385473,2019-01-07 06:20:36,@Stepan_Kremzer @BitMEXdotcom Only part fault. BitMEX’s responsibility answer support and to return funds.
1082158983325016065,2019-01-07 06:16:21,Anyone had issues with pulling coins out of @BitMEXdotcom? My friend (not me) got locked out using a VPN into a red zoned location. Account liquidated. Account locked out. Support has ghosted. What a joke.
1081862000026808322,2019-01-06 10:36:15,@ChrisSstory I believe that was a Binance cold storage tx. The new NVT chart uses median not average so these outliers now drop out.
1081792787576582146,2019-01-06 06:01:13,@neillifetwit @Awe_andWonder does some nice regression work on the long term adoption trend. I’m a fan of his work. I want to get around to putting a variant of his chart up on my site.
1081792136704450560,2019-01-06 05:58:38,@ImATruePerson Changes in BTC price (outside of short term trader games) are from funds moving into or out of SoV. This is reflected in on chain volume. I consider it a pre trade signal. HODL -&gt; on-chain volume to exchange -&gt; sell (or vice versa for buying)
1081790920251428864,2019-01-06 05:53:48,@ArthurSchopenh7 We saw a spike of Segwit txs to show something was probably happening when Liquid launches but my sense is that HODL funds are still on the main chain and NVT seems to be giving okay signals still.
1081790432399380481,2019-01-06 05:51:52,@bitcoinpasada Agree. So far the last bear has been a reliable yardstick but also some key differences as well. Particularly on the price domain. NVT domain has been more reliable.
1081789858706731009,2019-01-06 05:49:35,@puffinicefire You can drag on the axis to reframe the chart if that’s what you mean.
1081789363728539649,2019-01-06 05:47:37,@StrivingYogi Coppocks book is on my reading list. On the outset I like the premise of using the timeframes for human mourning. Have not studied the indicator yet.
1081451551464480769,2019-01-05 07:25:16,"That volume has since subsided. Leaving the NVT chart on the high side of its oscillation around the main move downwards. The key thing here, in my interpretation, is it's on the high side of its band, so I think an up move is limited, bears will win the longer term trade. https://t.co/j5ZYZVJFU8"
1081451550185205760,2019-01-05 07:25:16,"The initial volume spike false signalled a faster detox and an earlier end to the bear market, but in fact it was a volatility side effect. That move from $6k to $3k created immense trade volume, but it was in no way a signal that accumulation volume had begun."
1081451547781783552,2019-01-05 07:25:16,"Despite the technical setup that suggests bullishness is possible, there's not a lot on-chain volume to fuel a prolonged up move. What we saw in the last 7 weeks was a spike of on-chain volume driven by volatility, coins moving to exchanges to trade. https://t.co/MVxlN8ttO1"
1081419007020814338,2019-01-05 05:15:57,"@EssentialQuant What you missed is that NVTS signals BEFORE the price move (24hrs+). Coin volume moving on-chain is a pre-trade signal. Coins go from wallets to exchanges before the trade execution. I done an honours degree in Engineering, I think that covers your basic statistics requirement."
1081083726463791104,2019-01-04 07:03:40,@EssentialQuant I’m interested in the model you cited that proved no correlation. Could you explain it in plain English without the data science jargon? It will be interesting to get to the bottom of this either way.
1081083358455595008,2019-01-04 07:02:12,"@EssentialQuant 12 Feb.
https://t.co/vdszcUJzFl

14 Mar 
https://t.co/g4J68a0MDE

8 May
https://t.co/eg1xU97JdU

22 May
https://t.co/JbeVqJ8aLG

28 Jul
https://t.co/yUmiDQCpzt

13 Aug 
https://t.co/vXlIdYUID6

9 Sep
https://t.co/PhWSk6aJu3"
1081083147922550784,2019-01-04 07:01:22,@EssentialQuant The main thing for me is I set forth a proposed method by which to use NVTS and NVT to call tops and bottoms and to read the timing of the bear market respectively. Further to which I then used it as a bedrock for 7 price calls that have been correct.
1081018107215245313,2019-01-04 02:42:55,"@EssentialQuant Thanks for going into all that. When I look at the NVTS line vs the 90d MayerMultiple, I see more heightened signal, particularly in the bear phase. I would suggest what you call noise is signal."
1079564469074681856,2018-12-31 02:26:41,"@skka2k thanks, fixed"
1079562208441335810,2018-12-31 02:17:42,@_p_r_r_r Still needs work. Not ready for public consumption.
1079561595611602944,2018-12-31 02:15:16,@EssentialQuant If you strip it back NVT is a function of coins moving between wallets that are estimated to be different owners. Thus disagree with the comparison to Mayer Multiple. NVTS is approx a comparison of price to the historical 90 day avg chain volume. Price and volume are related.
1079554937829257216,2018-12-31 01:48:48,"@ZDubuya @notsofast @bradmillscan @bradmillscan it’s not about dumb, it’s about not being a citizen of flatland. Flatlanders might call you crazy if you look up or down."
1079554129603657728,2018-12-31 01:45:36,@MatiGreenspan Depends on the timeframes you trade on. And which of the indicators you are using. I look at that NVT chart and it tells me definitively when the bull bear cycle timing engages and sets my strategy context without any grey zone.
1078925233069801473,2018-12-29 08:06:35,@ZakGottlieb Plenty of sci-fi speculation that our genetics change naturally and via engineering to suit new environments.
1078924165170655233,2018-12-29 08:02:21,"The NVT chart got tweaked w/ log scale to show the early high NVT phase of Bitcoin when we were mining straight into HODL wallets, before the era of trading/speculation (equals more lockup, lower velocity). 

Also a median filter for responsiveness (previously MA interpolation). https://t.co/83eIuZ5XQN"
1078924162586963968,2018-12-29 08:02:20,Also good to see on-chain volume still reliably tracking network value for that early phase. https://t.co/i7mYZy9L49
1078924160066146304,2018-12-29 08:02:19,Here's Bitcoin Network Value all the way back to when it was sub $1000. All the coins in existence combined with a total market cap of $930 on 6 Oct 2009! This was the first data point on the price curve. https://t.co/uQdLfRS9BR
1078924158799511552,2018-12-29 08:02:19,"I did some ""data archeology"" to construct the full BTC price chart back to its earliest days when BTC was priced in electricity by New Liberty Standard. I'll start rolling this into the https://t.co/zKX86CaTKe site over coming weeks and months."
1078898000171196416,2018-12-29 06:18:22,"Jobs vs Musk in influence. I think more profound to ask in 300yrs. 

Big themes here. Merging mind with machines (Mac, iPhone and Neural Lace).

Also the start of interplanetary civilisation. 

Both crux points marking a dawn of a new species. https://t.co/CXRt4EhDsJ"
1078471594484232192,2018-12-28 02:03:59,"@SMKainkaryam It’s transaction counts that’s cited, not value throughput, those txs could be of large value. @lopp - is there a source of data that has funds pegging into and out of Liquid?"
1077421681193377792,2018-12-25 04:32:00,@EssentialQuant Thanks for the depth of feedback. Will have a look through this on my next pass. Merry Xmas.
1077092408213540865,2018-12-24 06:43:36,RT @nic__carter: So proud of the Coinmetrics team for this forensic analysis. One of the most fascinating case studies I've come across. Pr…
1075754264641720320,2018-12-20 14:06:17,Really bummed I can no longer make @ToneVays' Unconfiscatable Conference late Jan. Amazing line up of OGs. I was really keen to come &amp; meet you all (biz priorities got in the way). Apologies @LucidInvestment @LeahWald @jimmysong @UglyOldGoat1 @giacomozucco @peterktodd @TraceMayer https://t.co/ZAkeypmrG0
1075605225677844480,2018-12-20 04:14:04,@tsarrast Working for me right now.
1074823506611789825,2018-12-18 00:27:47,@Ripleys_ripples @zycplane I mildly agree with @zycplane is regarding tech fundamentals not working for short and medium term trade. But there’s misunderstanding of the word in this context. The “fundamental valuation equation” (not tech) describes flows of capital which is prescient price action.
1074811018256084992,2018-12-17 23:38:10,"@mikecompeau Crypto is near its bear cycle bottom unless global macro pukes a lung. In which case I’d look at what Gold did 2008-2012 as a potential guide should the setup be a similar concern for fiat’s structure and QE impacts. 

PS. Wrong handle. No plural."
1074808755710128128,2018-12-17 23:29:10,"@PabloGovernance @NickSandomeno So:
M = I/Vi + S/Vs + PQ/Vu

Or more generally, M is a sum of X/Vx terms where X is the value of each economy sub system and Vx is its velocity. 

Side chains and LN we don’t need to look inside, net X/Vx values in the pegging gateways is sufficient."
1074807309916753920,2018-12-17 23:23:26,@PabloGovernance @NickSandomeno You may be onto something regarding Vs is high velocity investment. I think the equation may be missing a third term S/Vs where S is the value held on exchanges.
1074804696076832770,2018-12-17 23:13:03,"@PabloGovernance @NickSandomeno If only 1 BTC was left for MoE then the value of 1 BTC would be driven to very large values in order to cater for the PQ. Thus MoE function is never compromised, just that HODL forces the valuation higher, assumes we have enough decimal places for BTC."
1074722584246157312,2018-12-17 17:46:46,"@NickSandomeno @PabloGovernance Admittedly off chain HODL in a Coinbase wallet is not captured here, nor is brokerages trading accounts for equity HODL. Thanks for the feedback and food for further thought."
1074722185770524672,2018-12-17 17:45:11,"@NickSandomeno @PabloGovernance For crypto, speculation is not HODL. You move the asset to an exchange to metaphorically play a game of gridiron going for tactical bull/bear yards. Most exchange volume is this Vs volume, but the volume moving in/out of the exchange between different people is Vi."
1074713319661948928,2018-12-17 17:09:57,"@zycplane @Kalichkin Note blockchain indicators do not give price levels, they give directionality and timing. For price levels one must resort to traditional support / resistance levels and volume profile (no different than momentum TA indicators needing these exit levels)"
1074711810547146752,2018-12-17 17:03:57,"@zycplane @Kalichkin 7 calls in total:

12 Feb
https://t.co/vdszcUJzFl

14 Mar 
https://t.co/g4J68a0MDE

8 May
https://t.co/eg1xU97JdU

22 May
https://t.co/JbeVqJ8aLG

28 Jul
https://t.co/UV9kB72EIv

13 Aug 
https://t.co/vXlIdYUID6

9 Sep
https://t.co/PhWSk6aJu3"
1074696168364335104,2018-12-17 16:01:48,"@zycplane @Kalichkin If you wanna read more on how NVT works as a trading indicator then here's the article and subsequent to publishing that article you can my twitter feed for something like 5 public price calls, so far 100% accuracy.
https://t.co/HDgrysEgi9"
1074690812343009282,2018-12-17 15:40:31,"@aldar_75 Miined coins are HODLed -&gt;  it's Vi; they bought the coin with electricity, using it for SoV.

Mined coins are immediately sold -&gt; it's Vu; the coin is accessed for commerce.

Finally the coin supply increased -&gt; decreases the velocity metric for all volumes in the economy."
1074687902569750533,2018-12-17 15:28:57,@zycplane I've used the responsive adaptation of NVT by @Kalichkin to make price calls in the weekly to monthly timeframes to successfully make long term trades at high reliability. They have been very reliable and often contradicted many TA charts.
1074686930443325441,2018-12-17 15:25:05,"@YACoinBen I would call this Vu for BTC, as the investor is not using BTC to store value, but obtaining it to pay for something else (an altcoin). But for that altcoin economy, it reflects as Vi as value is being stored there. Vu generates very little valuation while Vi generates the most."
1074615055788867584,2018-12-17 10:39:29,"Takeaways:

Fundamental valuation for crypto-assets can calculated herein, but still hinges on what someone will pay for the asset.

This sounds circular, but we can use it to test for deviations of market valuation as determined by investor and utility dynamics."
1074615053632950272,2018-12-17 10:39:28,"Blockchain forensics is capable of measuring these components, and in combination with the a given token price, can we to determine a fundamental valuation based on velocity flows. We can determine under/over valuation, this would be a ""NVT for mature networks"""
1074615051426848768,2018-12-17 10:39:28,"Combining the utility and SoV components:
M = PQ/Vu + I/Vi

Where over a measured timespan:
PQ - is the size of the utility economy
I - is the value being moved in the network for store of value purposes"
1074615049371582466,2018-12-17 10:39:27,"For a mature network:

Quantity Theory of Money (M * Vu = PQ ) can be used to calculate the utility component. 

Quantity Theory of Investment (M * Vi = I) can be used to calculate the SoV component."
1074615047203123200,2018-12-17 10:39:27,It's in these times that we can detect over and under valuation. This is why NVT kinda works. It approximates 1/Vi. Therefore detects deviations from on exchange valuation and and fundamental valuation.
1074615045013659648,2018-12-17 10:39:26,"Note this is circular as once we have the velocity (Vi) from chain forensics, we need to know the token price to determine (I), but often the traded price produces a network valuation is not reflective this fundamental valuation determined by the circulation velocity."
1074615042836914176,2018-12-17 10:39:26,"But let's look further into this equation.

M = I * (1/Vi)

We can calculate the ""fundamental valuation"" (M) of a SoV network if we know the value of the investments circulating and the velocity of investment."
1074615040714493954,2018-12-17 10:39:25,"If Vi is small then market cap can be higher for the same amount of investment volume (or velocity) entering the network.

M = I * (1/Vi)

(M is the value of the money supply, also called Network Value or Market Cap)"
1074615037954670592,2018-12-17 10:39:25,What a lot of alt-coin projects try to do is to drive investment velocity( Vi) down by creating lock-up dynamics. ERC20 did this for Ethereum as ICO treasuries would lock up vast amounts of ETH in their token treasuries. Masternodes for Dash and other staking networks.
1074615035828162561,2018-12-17 10:39:24,"NVT is not exactly (1/Vi), as it's derived from raw value moving between wallets, not between investors. 

We'd need to filter out the multi-hop steps of value moving between wallets controlled by a single investor to arrive at (Vi). This would be a better metric than NVT."
1074615031189274624,2018-12-17 10:39:23,"Lets use high school algebra to juggle this to:

M = I * (1/Vi)

See what I see?

NVT Ratio is a rough approximation of (1/Vi), that is to say inverse monetary velocity of investments.

M ≈ NVT * I

This is why volume on-chain approximately tracks network value. https://t.co/zC5GhqxORR"
1074615028760731648,2018-12-17 10:39:22,"By definition, the value of investments money moving between investors can be expressed as the total value of the supply * how the % of the total supply is changing hands for the purpose of investment in a given time frame 

I = M * Vi

This describes the flows for store of value"
1074615026718191616,2018-12-17 10:39:22,"For crypto-assets in the real world, we need to express a new equation. I call this new equation Quantity Theory of Investment. It opens the way to gauge under/over valuation of coin networks based on their use as store of value."
1074615024616763392,2018-12-17 10:39:21,"So let's move on to valuation metrics...

Traditionally we calculate the future utility value of coin networks with MV=PQ (Quantity Theory of Money), this is only for mature utility networks and completely IGNORES their ability to store investment value."
1074615022423138304,2018-12-17 10:39:21,"Why is important? 

When we look at on-chain velocity for Bitcoin, it is NOT comparable to normal (Vu) ""velocity"" that economists quote, BTC's on-chain velocity is of investments (Vi), not utility velocity (Vu) born of payments during commerce."
1074615020300918784,2018-12-17 10:39:20,"They can't peer inside our long term savings and term cash accounts to see money flows to measure the much more useful investment velocity (Vi) as we sell stocks, gold and debt and move it into term deposit cash accounts."
1074615018254000128,2018-12-17 10:39:20,"What economists call velocity is actually only Vu, the component of monetary circulation attributed to utility. This is easy to derive. They measure GDP and divide the known money supply to estimate velocity, but it's only utility velocity."
1074615016173621248,2018-12-17 10:39:19,"For these 3 volumes we can express them as a % of the total supply. 
Vu - circulation of utility
Vi - circulation of investment (Store of Value)
Vs - circulation of short term speculation

Economists like to call this circulation Velocity. But there's a caveat..."
1074615013850046465,2018-12-17 10:39:19,"When all the markets crash, the only thing that goes up is fiat. That's because value is flowing out of the global markets and to fiat, it's an illusion that everything is going down, fiat is going up, but the unit of account does not reflect it as USD is our unit of account."
1074615011639648257,2018-12-17 10:39:18,"I don't know what the investment to utility (i/u) ratio is for fiat, but never for a moment do I think fiat is used mainly for utility in commerce, major fund managers (as well as all of us) park money in there for a season and a time."
1074615009257283584,2018-12-17 10:39:18,"By one estimate quoted by @adam3us, speculation is rife in fiat, with the fiat speculation to utility (s/u) ratio being a huge 240:1. Ignore the 4:1 for Bitcoin as it's wrong, they are quoting something more akin to speculation to investment (s/i) ratio.
https://t.co/Qv3dsKptPc"
1074615006874894336,2018-12-17 10:39:17,"For fiat:
u - is world GDP, a direct metric for the goods and services paid for in fiat (lets ignore swap contracts to keep it simple)
i - is the money flowing between medium/long term cash accounts for storage
s - is FOREX volume minus foreign trade components of (i) and (u)"
1074615004752633856,2018-12-17 10:39:17,"For Bitcoin:
u - is BTC used to pay for stuff, needs to be determined by chain forensics
i - is on chain volume passing between different users (filtering out, using forensics, multiple wallet hops by a single user)
s - is global on exchange volume minus (i) and (u)"
1074615002701516801,2018-12-17 10:39:16,"For economies, I categorise the value flowing within the economy into 3 types:

u - volume of utility
i - volume of investment
s - volume of speculation"
1074615000587587589,2018-12-17 10:39:16,"Warning: This is dry inside baseball analysts.

But read on for a theory of valuation of crypto-assets, and a fundamental theory to describe NVT Ratio. 

I call this work the Quantity Theory of Investment. Not sure if it's unique, but tweeting this out for review and comment."
1072697492418883584,2018-12-12 03:39:46,@_ty13r @DaveYounts @AriDavidPaul @APompliano @Melt_Dem @fundstrat @cburniske @Awe_andWonder has been doing some work on this.
1072563582670385152,2018-12-11 18:47:40,@adam3us @DanDarkPill @BitMEXResearch Exchange volume can be misleading due to the volume of short term trade strategies. But we can use coins moving on-chain which accounts for longer term HODL movements including OTC movements. This is $1b-$3b USD per day. I concur $18m spread over weeks has minimal impact.
1071798397810630656,2018-12-09 16:07:05,@GovindT30 Don’t you mean 2017? Can you post the original reference?
1071653300653551617,2018-12-09 06:30:31,Admittedly it’s from the guy who also said Bitcoin is “rat poison squared”. However the latter quote was on a topic he had little understanding of.
1071653298237661186,2018-12-09 06:30:31,"“Be Fearful When Others Are Greedy and Greedy When Others Are Fearful”.

Useful for times of heightened emotion."
